flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
0,"[2.7782693785236816, -2.552049145485375, 0.9548893141911563]",32.294645942117604,504.76433152498896,0.061881650000032096,0.0,8.647899994684849e-05
1,"[2.7782693785236816, -2.552049145485375, 0.9548893141911563]",32.294645942117604,169.85289852164624,0.04331817999991472,8.067799990385538e-05,7.139999979699496e-05
2,"[0.7648437439065642, -2.164574743738108, 1.525102111858402]",18.953863494194447,44.819158574868624,0.06401898700005404,8.497099997839541e-05,0.00011970000014116522
3,"[0.7648437439065642, -2.164574743738108, 1.525102111858402]",18.953863494194447,26.396987402172922,0.09784449800008588,7.873999993535108e-05,8.010199962882325e-05
4,"[-0.40157408030274633, -1.2188967073576813, 2.2099860107234095]",15.839270138818137,22.49151476129794,0.0775334209997709,8.208999997805222e-05,9.053100029632333e-05
5,"[-0.40157408030274633, -1.2188967073576813, 2.2099860107234095]",15.839270138818137,20.912275466105264,0.15633666900021126,7.744000004095142e-05,8.007699989320827e-05
