flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
43,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.00609090588423628,2.039399987552315e-05,0.00014650699995399918,2.3829999918234535e-05
44,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.004663127654625504,2.1007001123507507e-05,0.00014433599972107913,1.7775999367586337e-05
45,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.003977890897699546,2.146900078514591e-05,0.00046810999992885627,2.6607000108924694e-05
46,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0032800200922355294,2.5549999918439426e-05,0.0001533920003566891,1.8557999283075333e-05
47,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0030414901980067603,2.855300044757314e-05,0.00017426000158593524,1.747799979057163e-05
48,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.002779098132228565,2.5732999347383156e-05,0.00014740600090590306,1.8012000509770587e-05
49,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.002362280687776685,2.610299998195842e-05,0.0001994320009544026,1.8752998585114256e-05
50,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.002062161864403632,2.588299867056776e-05,0.00014655500126536936,1.7939000827027485e-05
51,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0013830155527312228,2.5157998607028276e-05,0.00018430999989504926,1.8297001588507555e-05
52,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0013076971024400432,2.5639999876148067e-05,0.0001454739995097043,1.8259999706060626e-05
53,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0012433381201762217,2.6378000256954692e-05,0.00020674700135714374,1.879599949461408e-05
54,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0009386163150467805,9.564299944031518e-05,0.00015260100008163135,1.8852000721381046e-05
55,"[0.0002184671864500225, -0.0009696416002322332, 0.0005938476119898908]",1.3405877307224108e-06,0.0009267767997546696,2.3148000764194876e-05,0.00018844899932446424,2.3110998881747946e-05
56,"[0.0002952617227413117, -0.000963287816248183, 0.00020003835117851708]",1.0551182437905802e-06,0.0009153044684707299,1.8774999261950143e-05,0.0001366460001008818,1.963099930435419e-05
57,"[0.0002952617227413117, -0.000963287816248183, 0.00020003835117851708]",1.0551182437905802e-06,0.000867889099793765,2.0226001652190462e-05,0.0001459620016248664,5.126099676999729e-05
58,"[0.0002952617227413117, -0.000963287816248183, 0.00020003835117851708]",1.0551182437905802e-06,0.0008115464890150304,2.0139001208008267e-05,0.00014619800094806124,1.837199852161575e-05
59,"[0.0002952617227413117, -0.000963287816248183, 0.00020003835117851708]",1.0551182437905802e-06,0.0008090484549563675,2.0915000277454965e-05,0.00014677599938295316,1.7856998965726234e-05
60,"[0.0004003686777313631, -0.0005582825484685615, 0.00033256083903978933]",5.825711936957604e-07,0.0007510471646026839,2.7136000426253304e-05,0.00022285100021690596,2.2870999600854702e-05
