flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
0,"[-0.535537365423205, 0.2717336523013816]",2.3805752967886127,495.3831015571139,0.030590263000704,0.0,4.9181999202119187e-05
1,"[-0.26101503326081954, -0.0009543808463571279]",2.06740815920317,176.4689017118297,0.027382203999877675,0.00020057800065842457,6.907799797772896e-05
2,"[-0.005883309805830905, -0.06474617979610309]",1.4314563488059704,30.668373095657785,0.038076246999480645,0.00011610999899858143,6.643600136158057e-05
3,"[-0.005883309805830905, -0.06474617979610309]",1.4314563488059704,8.442850547256347,0.03148210799918161,0.0002121659999829717,7.352700049523264e-05
4,"[0.4809777915696821, 0.22828829924915378]",0.270315118430368,5.740919738744194,0.04272665800090181,0.0007770289994368795,6.347399903461337e-05
5,"[0.4809777915696821, 0.22828829924915378]",0.270315118430368,4.222525887328879,0.04789866800092568,0.00011466100113466382,4.115599767828826e-05
6,"[0.5765773613848304, 0.35528392935676323]",0.23146460048073225,3.5076034956438704,0.0629600450010912,0.00012184200022602454,7.329399886657484e-05
7,"[0.5765773613848304, 0.35528392935676323]",0.23146460048073225,2.5511014759592867,0.04977449200123374,0.00019096300093224272,4.7562996769556776e-05
8,"[0.6643612284294225, 0.44372413759782925]",0.11320483427791221,2.3128616469224768,0.0075162699995416915,0.00011194600119779352,0.00016201200014620554
9,"[0.6643612284294225, 0.44372413759782925]",0.11320483427791221,1.8828204716668042,0.029095946998495492,8.804699973552488e-05,5.377600245992653e-05
10,"[0.6713565934837219, 0.4435237406441226]",0.11318463665579108,1.4600886252144827,0.020972340998923755,0.00028333299997029826,4.508100028033368e-05
11,"[0.6713565934837219, 0.4435237406441226]",0.11318463665579108,1.0517086619707716,0.016711784999642987,0.00011422399984439835,4.6523000492015854e-05
12,"[0.6713565934837219, 0.4435237406441226]",0.11318463665579108,0.9457610874237447,0.017015650000757887,0.0027391090006858576,0.0009629519990994595
13,"[0.6713565934837219, 0.4435237406441226]",0.11318463665579108,0.846879129695347,0.051059323001027224,0.00010257700159854721,4.479799827095121e-05
14,"[0.6653109826130582, 0.44583207457251156]",0.11303650018547148,0.7407450460933581,0.02964211600010458,0.00011071699918829836,7.155900129873771e-05
15,"[0.6761255219210037, 0.4608704908642878]",0.10628206831240347,0.7246817258695164,0.015620039999703295,0.0001274210007977672,5.076399975223467e-05
16,"[0.6761255219210037, 0.4608704908642878]",0.10628206831240347,0.7161950782239296,0.019654557001558715,0.0001417639996361686,5.664999844157137e-05
17,"[0.731693345268098, 0.5452476707734442]",0.08173512463488174,0.6924009943423619,0.014159528998789028,0.00013230500007921364,0.00016209500245167874
18,"[0.731693345268098, 0.5452476707734442]",0.08173512463488174,0.573992784365673,0.010256653999022092,0.00011470400022517424,4.204200013191439e-05
19,"[0.7457319046046107, 0.5473365653507027]",0.0723602407497587,0.5654339197808594,0.014765788000659086,0.00010675399971660227,0.00015437999900314026
20,"[0.8557170719781005, 0.7242291909585359]",0.02725364012300287,0.49861726570693143,0.0146604590008792,9.678599963081069e-05,4.747300044982694e-05
21,"[0.8557170719781005, 0.7242291909585359]",0.02725364012300287,0.48309090450038183,0.012974205999853439,0.00011447999895608518,0.00016730700008338317
22,"[0.8664963608844458, 0.7485643953417135]",0.018330168534676054,0.4778076838919773,0.06481344699932379,0.00019877399972756393,6.2111001170706e-05
23,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.4594950601614383,0.03227709800012235,0.00016046799828473013,4.7005001761135645e-05
24,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.4388980530180139,0.009856587001195294,0.00010636500155669637,3.763999848160893e-05
25,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.4388980530180139,0.015780622999955085,0.00011630200060608331,4.867999814450741e-05
26,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.4348543117016949,0.00509621600031096,0.000108022999484092,2.8975999157410115e-05
27,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.3534799734306326,0.014416935999179259,0.00010588799887045752,0.00016840200078149792
28,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.3379978782055562,0.010945726000500144,0.00012303799849178176,3.989400102000218e-05
29,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.33106012375077093,0.013811206001264509,0.00012179299847048242,3.6096000258112326e-05
30,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.3207435230188409,0.016111843000544468,0.00038040699837438297,4.6473000111291185e-05
31,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.3144485688070284,0.015302582000003895,0.00012689899995166343,4.288399941287935e-05
32,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.3137270108789865,0.006605122998735169,0.00010884199946303852,3.026600279554259e-05
33,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.30332146925301495,0.006897805000335211,0.00022225300017453264,0.0001521239992143819
34,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.2970006724445588,0.05165259199930006,0.00014086100054555573,5.0661999921430834e-05
35,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.2932631045568843,0.04339633000017784,0.00020471700008783955,5.00149999425048e-05
36,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.28085543138999053,0.009145363999778056,0.00012744999912683852,4.388000161270611e-05
37,"[0.8993288861351831, 0.8091838378123468]",0.010149991965919203,0.28085543138999053,0.01678371399975731,0.00029251900014060084,4.1027999031939544e-05
38,"[0.9687592654913435, 0.9348108619650805]",0.002332913074265217,0.25912423397407874,0.01408858600007079,0.00011698900016199332,4.58249996881932e-05
39,"[0.9687592654913435, 0.9348108619650805]",0.002332913074265217,0.25912423397407874,0.01309745900107373,0.0002515279993531294,4.72979991172906e-05
40,"[0.9687592654913435, 0.9348108619650805]",0.002332913074265217,0.22744998575072373,0.02884179800093989,0.0001265540013264399,4.787999750988092e-05
41,"[0.9687592654913435, 0.9348108619650805]",0.002332913074265217,0.20017459422014133,0.018201254999439698,0.00011081600132456515,3.901399941241834e-05
