flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
0,"[-0.6866270844336109, -3.3431436750910746, 1.7520912627661813, 2.2665955556113406, -2.4731803516844137, 1.288789475020958, -4.075268404452853, -1.8963753265094727, -2.1632157815310857, 3.038976894490305, 1.2116998679001627, 0.11403134966101636, -0.6390278050316276, 0.5314138719452162, -0.18680826321402932, -2.4814946153985624, 3.387491200337501, 3.040397707827254, -1.1615847182495838, -0.9969570267761059, 4.3648768642642635, -4.909152631277143, 2.7222052776060472, -3.3898007743160745, -3.1721718028324712, -1.5379461014789193, 1.2683566017693968, -1.8431363559629936, 0.18084629813892228, 0.12997752686528585]",172.71539927509252,254.38819626431922,0.04121455699987564,0.0,0.0
1,"[-1.3332430354736848, -2.0300032470687976, -0.5311466202351616, -1.8932250961108288, -1.8653545969518053, 1.1633508954696277, 0.005733329219215655, -1.981768169834351, -2.4816863133020357, -2.508925047094505, 0.3069244463997034, 0.43376376617037327, 2.20687266665695, -0.3752529149361674, -0.4819944064202841, -1.7399161260305762, -1.3920023444331306, 3.1267703001588307, -1.5796356652919163, 0.31940483761078253, -1.3210979720810991, -0.31007795560817897, -0.7035366326496759, -3.597192549517499, -4.066977006374296, 2.8724697692744394, 2.5879966775847167, -0.9506787164983237, 0.7943642177966607, 0.7536432066999814]",102.71152462940323,139.24443453297135,0.03788832400005049,0.001411000000189233,0.00014030400052433833
2,"[-2.0653899679814303, -1.3781717251588426, -0.274037291433709, 1.139236961740262, -1.1007788595722656, -0.7131352750967874, -0.0632029711687041, -0.7393627078000826, -0.5556623257131279, 2.443912468753365, 0.9789720704194425, 1.5106588368943425, 0.932019522044762, 1.198737076054102, -1.7131048766237473, -0.8031547204038763, 0.017635891401750925, 1.6831844577273614, 0.38172115500004855, 1.0953245643493603, 1.8765549089776412, -1.651522050199902, -0.32671569051347793, -0.386281958805621, 0.48977380760496114, 0.04147325487573017, -0.6239849030264593, -2.3839561961270572, -0.3880298870592993, 1.2075155052811015]",43.823111959129584,99.69069447821978,0.035758161000558175,0.0030602489996454096,0.0001476439992984524
3,"[-2.0653899679814303, -1.3781717251588426, -0.274037291433709, 1.139236961740262, -1.1007788595722656, -0.7131352750967874, -0.0632029711687041, -0.7393627078000826, -0.5556623257131279, 2.443912468753365, 0.9789720704194425, 1.5106588368943425, 0.932019522044762, 1.198737076054102, -1.7131048766237473, -0.8031547204038763, 0.017635891401750925, 1.6831844577273614, 0.38172115500004855, 1.0953245643493603, 1.8765549089776412, -1.651522050199902, -0.32671569051347793, -0.386281958805621, 0.48977380760496114, 0.04147325487573017, -0.6239849030264593, -2.3839561961270572, -0.3880298870592993, 1.2075155052811015]",43.823111959129584,83.9098844197347,0.04433730100026878,0.0016730490006011678,0.00013016199955018237
4,"[-2.0653899679814303, -1.3781717251588426, -0.274037291433709, 1.139236961740262, -1.1007788595722656, -0.7131352750967874, -0.0632029711687041, -0.7393627078000826, -0.5556623257131279, 2.443912468753365, 0.9789720704194425, 1.5106588368943425, 0.932019522044762, 1.198737076054102, -1.7131048766237473, -0.8031547204038763, 0.017635891401750925, 1.6831844577273614, 0.38172115500004855, 1.0953245643493603, 1.8765549089776412, -1.651522050199902, -0.32671569051347793, -0.386281958805621, 0.48977380760496114, 0.04147325487573017, -0.6239849030264593, -2.3839561961270572, -0.3880298870592993, 1.2075155052811015]",43.823111959129584,75.43686712302704,0.05061586299962073,0.001502832999904058,0.00010232499971607467
5,"[-1.4268150714850698, -0.5249134596347733, -0.3227957078904109, 1.8790713521506128, -1.5370396612673989, -1.5942843211861746, -0.3597884173741915, 0.3506130059369077, -0.20799673288805764, 0.4877029091140177, 1.2073957954392935, 2.1589450049599623, 1.221218078446314, 1.2992151740841866, -0.8940041538729391, -0.5324703866771782, 0.038337241536949285, 0.3742514703285329, 0.6622601786375086, 0.8429722591723319, 1.5460988175647217, -1.6403686617213316, -0.745071628808029, -0.0124841846227568, 0.43523974956519296, 0.39498795546356247, 0.36595800851152993, -2.515430576071124, -0.09374454359637618, 2.5429745581844156]",41.9746351020325,59.3645621907963,0.04429851300028531,0.001670585999818286,0.00014239899974199943
6,"[-0.9888304072725254, -0.38537826121228735, -0.2995670792391331, 1.6021389486980122, -1.157579226480765, -0.9995030972058575, -1.0912670053079183, 0.16023885500238166, 0.2773180169803504, 0.8445243548405459, -0.6210454562328603, 0.6591740887981561, 1.4019137545440525, 1.3098676941332663, -0.32651440137264265, -1.161025342355604, 1.5250368521131732, 0.744158853720224, 0.8392433399374891, 0.005223693479364577, 1.746173485425904, -1.9209981573450357, -0.21188384784717762, -0.24432537646710573, 1.310215822683872, 1.0857723376658437, 0.3346478839968745, -2.5925926497875267, 0.7752191397392485, 1.4550379996946161]",36.95947466380052,52.89054997855903,0.035318417000780755,0.0022066270003051613,0.00012915899878862547
7,"[-0.8151948693743782, 0.2442592525130426, -0.34101686964271904, 1.6380262567836645, -0.38178865830591224, -0.8387619793402596, 1.1322201576071484, -0.3306650832758471, 0.10032919086223724, 0.8613259373711623, -1.589468877859785, 0.0003689806454456601, 1.2389389916966207, 1.3322259354176287, 0.283980650131162, -1.1365362312551972, 1.4799533601027548, -1.2154556851593237, 1.1211675655900168, 1.9522211937520564, 1.5969507946569848, -0.6687315543860106, -0.9662481769121576, -0.4311220387526613, 0.5976619109174213, 0.5171558289020652, 0.23266580358612599, -1.459345406789894, 0.8438152967789218, 2.3529634637308527]",35.634356925022104,48.72618892106734,0.04234128400003101,0.001700469999377674,0.00013395800033322303
8,"[-0.8108960963297666, -1.0490705136286336, 0.055021887490301485, 1.5530168126987371, -0.8210607282104112, -1.0871597909196553, 1.5664204584273875, -0.1859587817185252, -0.03664288113164438, 0.796928335398489, -0.13379831008452037, 0.3517161340506605, 1.2630497544906625, 0.8834468898514611, -0.2738423172177582, -0.5927991528327794, 0.992006069773657, -0.7243806556970154, 1.1762867580487317, -0.41545155527820254, 1.5199294098271297, 0.44644521004387094, -1.3481004011412834, -0.3357328867680923, 0.25080638913420783, -0.5847105685631062, -0.2445967797202992, -1.9878044924806986, 0.8803709808227843, 2.2545645925183067]",29.876261193264273,43.748530380548445,0.04232153500015556,0.0022510250000777887,0.0001315099998464575
9,"[-0.9487303696396155, -0.19702921927155648, -0.13427609356420153, 1.4894684822355455, -1.0476738412267363, -1.3227429852997907, 1.571132994692082, -0.04364531560766527, 0.4370008802788891, 1.175269546325957, 0.6762371013382826, 0.9692631085274108, -0.6482390332085937, 0.1025690391050289, -0.3161783263136637, -1.126395433891932, 2.018954457369256, 0.6762306481890552, 0.5205754353762332, 1.2305224541755588, 0.8198530695476869, 0.47892516441019684, -0.6389148899519417, 0.6385969203397522, 0.8497184044012219, -1.5766276623341566, -0.8370629992260235, -0.9758272706524926, -0.8122721723002436, 0.8577956842764487]",27.554039979625035,39.49039094056889,0.04241759999968053,0.0024236139997810824,0.00014886699955241056
10,"[-0.25269443402595204, -1.270757398335574, 0.36512606411426685, 1.4935847132203433, -0.5237467411330533, -1.424480867634478, 0.3627374526150575, 0.5597658088693425, -0.3257403900552076, 0.31883582374981356, 0.43212990018087627, 0.48710479689570474, -0.382368526080191, 0.6754971294146257, -0.6663312949270024, -0.7695278084401102, 2.1099994888286084, -0.17166341913802807, 0.38759708162961104, 1.1590534125246548, 0.8443755928264391, -0.7479150898850015, -0.9598082705718203, 0.8041953867909056, 0.7585742048452602, -1.5134737330366617, 1.1022014069926978, 0.6422915580876492, -0.08282515009042607, 0.5779960184829216]",22.711481812058913,37.58510297348195,0.047167384999738715,0.0033610770005907398,0.0001204210002470063
11,"[-0.22841059318245438, -0.7242639369108878, 0.3585822389349437, 0.7049643429490473, -0.9276972642925387, -0.33381889814669385, 0.4852048727526377, 0.6861785987520344, -0.10608343692541577, 0.2861901915883341, 1.5284672440193894, 0.26961104101844824, 0.593354726001738, 1.112543783936012, -0.7875962335609399, -1.114761305836125, 0.9321767522635225, -0.3529923497222791, 0.16149159020934895, 0.5500747747677073, 1.3942640965111015, -0.6492663342283439, -1.0121848071236417, 0.6557505595008801, 0.8741048677810914, -0.49399166412867057, -1.1166020805813126, -0.10419928249670907, 1.2111066094877718, 0.8680147962838209]",18.463731152801543,33.02440509524557,0.045199610000054236,0.002221822000137763,0.00015395199989143293
