flight_number,treasure_position,treasure_crumbs,average_crumbs,evaluation_seconds,update_seconds,overhead_seconds
0,"[0.1586322746447708, 1.2041497539494674]",13.203340528665233,37.46623926306487,0.043741388000853476,0.0,8.029799937503412e-05
1,"[1.1197766107210985, -0.0023859521158926533]",3.9557416690790888,25.522251309749176,0.011703424999723211,0.00012735100062855054,0.00011542900028871372
2,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,20.18854354762039,0.07037851799941564,0.00011501399967528414,6.716099960613064e-05
3,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,15.752296099530787,0.032067550000647316,0.0006151720008347183,7.091199768183287e-05
4,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,13.701923879515011,0.02699515399945085,0.00011984599950665142,5.307900210027583e-05
5,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,13.015478863773572,0.034124912999686785,0.00010791700151457917,4.9136999223264866e-05
6,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,10.87827223280217,0.04107545400074741,0.00014711800031363964,5.067799975222442e-05
7,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,10.047709042031341,0.049320553998768446,0.00011871199967572466,5.8757001170306467e-05
8,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,9.713346826254972,0.0242978829992353,0.00011810599971795455,4.260000059730373e-05
9,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,9.38949941493779,0.035832755000228644,0.00011535400153661612,6.338999810395762e-05
10,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,8.041276992200334,0.05514100799882726,0.00011428899961174466,6.763600140402559e-05
11,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,7.448367888578624,0.07844028500039713,0.0006803440010116901,5.157799932931084e-05
12,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,6.696956558403427,0.023967336999703548,0.00010828400081663858,4.7482000809395686e-05
13,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,6.04331992417478,0.03385758900003566,0.00011230699965381064,6.706299973302521e-05
14,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,5.675056023879224,0.013446724000459653,0.0001894269989861641,4.3497000660863705e-05
15,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,5.1571200562168595,0.02235434500107658,0.0001073990006261738,5.743699693994131e-05
16,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,5.117785015657665,0.012326826999924378,0.0001455349993193522,3.506599932734389e-05
17,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,4.929906944855773,0.030089881000094465,0.00010931200085906312,5.0937998821609654e-05
18,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,4.54680916021478,0.01789928600010171,0.00011253000047872774,5.4732998250983655e-05
19,"[0.013073665061888784, 0.026776374520482094]",0.17579885865406197,4.417281730749301,0.045745141000224976,0.007614386999193812,6.230100007087458e-05
20,"[-0.02319238408128725, 0.00013200129735104968]",0.10652816722578251,3.899010225500314,0.051327942999705556,0.00011130200073239394,5.065500045020599e-05
21,"[-0.02319238408128725, 0.00013200129735104968]",0.10652816722578251,3.762383397280271,0.020960506999472273,0.0001138380011980189,4.500499926507473e-05
22,"[-0.02319238408128725, 0.00013200129735104968]",0.10652816722578251,3.7269191064158806,0.02276814000106242,0.00012281099952815566,5.3794999985257164e-05
23,"[-0.0108525568966443, -0.011111620376268672]",0.04784241245638299,3.5239851477075805,0.05729259899999306,0.00012285099910513964,5.68450013815891e-05
24,"[-0.0108525568966443, -0.011111620376268672]",0.04784241245638299,3.4153761989428957,0.057108806000542245,0.00012712299940176308,5.907500053581316e-05
25,"[-0.0108525568966443, -0.011111620376268672]",0.04784241245638299,2.9945921770035517,0.023809095999240526,0.00012937099927512463,6.0480000684037805e-05
26,"[-0.012856117638675632, -0.007637099847671167]",0.044341528858190316,2.980413759757924,0.03749005800091254,0.00012286600031075068,5.7371997172595e-05
27,"[-0.012856117638675632, -0.007637099847671167]",0.044341528858190316,2.927518927533629,0.028185750999909942,0.00013708500046050176,5.8675999753177166e-05
28,"[-0.0025305639686340614, -0.011082382531504833]",0.025626991308392633,2.727906580322445,0.018276429000252392,0.000205501999516855,9.212300028593745e-05
29,"[-0.0025305639686340614, -0.011082382531504833]",0.025626991308392633,2.5932517974439855,0.06538475500019558,0.0001222280006913934,6.323199886537623e-05
30,"[-0.0025305639686340614, -0.011082382531504833]",0.025626991308392633,2.161943932495468,0.01456619199962006,0.00024336199930985458,5.1205001000198536e-05
31,"[-0.005017231821422528, -0.005286035737603881]",0.010536635401262373,1.9751472647527413,0.051574245999290724,0.00012137900012021419,5.659000089508481e-05
32,"[-0.004434089161886069, -0.0005069475294169454]",0.0039513508121622465,1.7380128245425217,0.020512441000391846,0.00010583699986455031,6.0958000176469795e-05
33,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.6824605902422614,0.030486494999422575,0.00015296499987016432,0.00017846499940787908
34,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.6440870181968028,0.0683487280002737,0.0001306569993175799,0.00018892700063588563
35,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.576413869861554,0.02823069099940767,0.00039014799949654844,6.407100227079354e-05
36,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.567379658283355,0.028077380999093293,9.4446000730386e-05,4.1339000745210797e-05
37,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.5289087405733484,0.031089423000594252,0.0007720069988863543,0.00019126799998048227
38,"[0.0002877055436197075, 0.0011713539669996678]",0.00028862843013399697,1.5099276938978743,0.018102526999427937,0.0021097819990245625,5.154900281922892e-05
39,"[0.0006948981170824091, 0.0001602630834583753]",0.00010089564594295553,1.3637433459593191,0.01489872300044226,0.00011710599937941879,5.3494999519898556e-05
40,"[0.0006948981170824091, 0.0001602630834583753]",0.00010089564594295553,1.3380837493430529,0.06442091099961544,0.00011690500105032697,4.590499884216115e-05
41,"[0.0006948981170824091, 0.0001602630834583753]",0.00010089564594295553,1.3281994241212993,0.024083803000394255,0.00012015299944323488,4.874700061918702e-05
42,"[0.0006948981170824091, 0.0001602630834583753]",0.00010089564594295553,1.0757198057147714,0.02000069800124038,0.00012415600031090435,5.8723999245557934e-05
43,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,1.0511781724106137,0.05030363500009116,0.0017586519988981308,0.00027533800130186137
44,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,0.978282502531529,0.03656591400067555,0.00014349900084198453,4.4854998122900724e-05
45,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,0.9526762981932538,0.021262632000798476,0.00010746499901870266,0.00010914500126091298
46,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,0.9357665403009988,0.02889592399878893,0.00012167599925305694,6.819400186941493e-05
47,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,0.9290710497947114,0.053305667999666184,0.00018840099983208347,4.349799928604625e-05
48,"[-0.00042158903946329807, 9.652909508859047e-05]",3.711024803720875e-05,0.9151917677872123,0.00575846199899388,0.00011308499961160123,4.1357001464348286e-05
49,"[-2.603528898226324e-05, -0.0002556464534649674]",1.3100411152322522e-05,0.8420333154308135,0.04672965999998269,9.485900045547169e-05,4.44349989265902e-05
50,"[-2.603528898226324e-05, -0.0002556464534649674]",1.3100411152322522e-05,0.8378025898368339,0.016928384999118862,0.00013532599950849544,4.050100142194424e-05
51,"[-2.603528898226324e-05, -0.0002556464534649674]",1.3100411152322522e-05,0.8217033821071823,0.016720915999030694,0.00027680899984261487,4.9700000090524554e-05
52,"[-2.603528898226324e-05, -0.0002556464534649674]",1.3100411152322522e-05,0.8217033821071823,0.012814718000299763,0.00011103500037279446,4.230499871482607e-05
53,"[-2.603528898226324e-05, -0.0002556464534649674]",1.3100411152322522e-05,0.8203348645977417,0.039962912000191864,0.00012140199942223262,6.111500078986865e-05
54,"[-5.8184267520328275e-05, -0.0002152770924879763]",9.865964827326934e-06,0.8125596026066401,0.00847998999961419,0.00013604800005850848,3.809299960266799e-05
55,"[-5.8184267520328275e-05, -0.0002152770924879763]",9.865964827326934e-06,0.7579873649083154,0.018249299999297364,0.0005740990000049351,3.813200237345882e-05
56,"[0.00015105748902246642, -5.283130070209965e-05]",5.080724083228461e-06,0.7556904055931025,0.04037580899966997,0.00010474100054125302,5.223200059845112e-05
57,"[-8.166092906157865e-05, -0.00012847172754220748]",4.597437282427563e-06,0.7359412304835059,0.020497077999607427,0.00012252099986653775,0.00020236499949533027
58,"[5.408513108957472e-05, -7.379971648904923e-05]",1.6608590911459942e-06,0.7349799239336156,0.021255528001347557,0.00011397599882911891,4.383699888421688e-05
59,"[5.408513108957472e-05, -7.379971648904923e-05]",1.6608590911459942e-06,0.7242817215961523,0.05210881099992548,0.00021077699966554064,4.198299939162098e-05
60,"[5.408513108957472e-05, -7.379971648904923e-05]",1.6608590911459942e-06,0.7239606827527781,0.01601829699939117,0.00012034499923174735,5.081200106360484e-05
